gene,log2FoldChange,pval,padj,-log10(padj)
ENSG00000170476,2.4963235774139214,7.409405241454169e-29,2.657411687560005e-27,26.57554115925722
ENSG00000035499,1.5369164890675882,8.418417584271028e-29,2.990542627555327e-27,26.524250002721825
ENSG00000168899,1.19358978283962,1.352766728067719e-28,4.760207448766596e-27,26.322374120411556
ENSG00000091181,-2.5376403357133577,1.3815286851624923e-28,4.81598317351037e-27,26.3173150391224
ENSG00000165185,1.7548252212511786,1.4152680771601333e-28,4.8879165998215715e-27,26.310876212860897
ENSG00000134057,1.3740130939345072,1.4822519108247599e-28,5.0722932361250955e-27,26.29479564724979
ENSG00000101057,1.9115328405204726,2.0731514737870684e-28,7.02986817929615e-27,26.153052818584875
ENSG00000169385,2.1439390615080223,2.1540002462379727e-28,7.23821704366454e-27,26.14036839836894
ENSG00000185885,1.704049554399405,2.1889603058872534e-28,7.29001959014237e-27,26.137271304620395
ENSG00000235321,2.1150541887158623,2.3675363318794043e-28,7.814965060097502e-27,26.107072959326274
ENSG00000211677,3.0593909850798453,5.765358177505025e-28,1.886384737025767e-26,25.7243697261656
ENSG00000185482,1.0776291499679573,6.747354308040752e-28,2.1884897016514788e-26,25.659855492700153
ENSG00000117411,1.0197334254235242,7.243042557568292e-28,2.329012822390494e-26,25.63282812044853
ENSG00000134809,2.4904657591294517,9.03388175440535e-28,2.880032388370253e-26,25.540602628209037
ENSG00000135114,2.4723097561645218,9.564214466059803e-28,3.023264403254497e-26,25.519523869410662
ENSG00000211640,3.292534704071797,1.1576485695841573e-27,3.62859593659572e-26,25.440261390101153
ENSG00000116337,-1.0458231209614832,1.549582905821837e-27,4.8166201989295434e-26,25.317257597408236
ENSG00000115155,4.455257916735202,1.680940400272591e-27,5.172532824659271e-26,25.28629674464035
ENSG00000196220,-1.237867447220605,1.6918203876901635e-27,5.172532824659271e-26,25.28629674464035
ENSG00000198417,1.1019106832818528,1.8360130111677112e-27,5.567746773703709e-26,25.254320525064877
ENSG00000121797,1.5704847847746473,2.5158278991065366e-27,7.567772631989824e-26,25.121031924459793
ENSG00000211673,3.232099740329487,2.6607659108414743e-27,7.939725477950959e-26,25.100194513375442
ENSG00000160957,1.1149409314063952,2.89062194185904e-27,8.55715860566208e-26,25.067670418352478
ENSG00000250644,1.3364101282546264,4.0282560917678314e-27,1.1831019860074025e-25,24.926977816613693
ENSG00000239951,2.4831165066985923,4.237155337171747e-27,1.2347335474727043e-25,24.90842675199729
ENSG00000182557,-1.8891563546398735,4.5178709049769644e-27,1.298883933515038e-25,24.88642965515179
ENSG00000254017,0.9506323069142595,4.5269413232427605e-27,1.298883933515038e-25,24.88642965515179
ENSG00000164611,1.2740792730650412,4.831949370529059e-27,1.3758145917613275e-25,24.861440088775193
ENSG00000089127,2.4413718345328443,5.288319081008966e-27,1.4943507706184426e-25,24.82554744812745
ENSG00000111665,1.4295227449327887,5.545873097016646e-27,1.555346364802413e-25,24.80817288151049
ENSG00000042493,0.9306267240976308,5.776865559061744e-27,1.608037950395545e-25,24.793703705927815
ENSG00000011426,1.4484950581777454,5.9915116132577186e-27,1.6554324679593547e-25,24.781088531245842
ENSG00000116663,1.7199108455896093,6.893431238280237e-27,1.8906248910871534e-25,24.72339462868575
ENSG00000196358,1.6836283163106385,7.122481952015817e-27,1.9391866920451823e-25,24.712380377913547
ENSG00000223725,-1.1315418109524176,7.189381023198495e-27,1.9432167548210427e-25,24.71147875360898
ENSG00000188107,1.6724781631044232,8.374129875373576e-27,2.247158592456362e-25,24.64836627631333
ENSG00000180758,-0.921173197493993,9.170144119645694e-27,2.443188397591317e-25,24.612043042695166
ENSG00000159023,-1.4385257405849177,9.697643944608421e-27,2.5654051002403837e-25,24.590844046182728
ENSG00000138160,1.2364497502948515,9.941468860656316e-27,2.611385834524511e-25,24.583128956049396
ENSG00000134690,1.035520322603391,1.0109771869123336e-26,2.6370244106174858e-25,24.578885849976228
ENSG00000075702,0.8987945498586468,1.126284939153169e-26,2.91739084933425e-25,24.535005383583737
ENSG00000079215,2.4121978209016786,1.2173372929591563e-26,3.110046645710721e-25,24.507233097203756
ENSG00000217275,2.439001240020748,1.2139184821329169e-26,3.110046645710721e-25,24.507233097203756
ENSG00000186583,2.34069696346691,1.5199981255064954e-26,3.856865991931448e-25,24.413765450575433
ENSG00000099860,1.0799766054708486,1.7869544541938898e-26,4.503608185231898e-25,24.346439400215683
ENSG00000211659,3.4991224957971374,1.8458274661218225e-26,4.620762717204294e-25,24.335286332553505
ENSG00000115129,1.2719763861813955,2.067745777597306e-26,5.141794500291967e-25,24.28888528459177
ENSG00000121152,1.1706207706502536,2.2438053591814027e-26,5.542645026322273e-25,24.256282934513433
ENSG00000268758,-2.406122478122685,2.3160228042169832e-26,5.683398065611413e-25,24.24539192487307
ENSG00000066279,1.4020116909821065,2.4370913850038098e-26,5.941405794813209e-25,24.226110784531297
ENSG00000278196,2.6684202605971543,2.623464549821214e-26,6.354235565476057e-25,24.196936688959607
ENSG00000269220,0.8804173531307163,4.2850258811743094e-26,1.0311707443083983e-24,23.986669416994513
ENSG00000175305,1.239455072030742,4.337220553736662e-26,1.0370405554767787e-24,23.984204259353124
ENSG00000280213,1.098859641155368,4.567699753314687e-26,1.0851923617747632e-24,23.964493271720933
ENSG00000282988,1.8988075789216368,6.039173139715115e-26,1.425703532350467e-24,23.845970774379115
ENSG00000132274,1.4771117366296151,6.139881536516874e-26,1.4403621466168518e-24,23.841528300610555
ENSG00000174021,0.8863383196214558,6.312598093920609e-26,1.471624430645242e-24,23.832203010996967
ENSG00000005187,-1.5223807049073255,7.19299016841547e-26,1.6664505172788637e-24,23.77820757752808
ENSG00000197063,0.9147706118447938,7.90384261056436e-26,1.8198353665064853e-24,23.73996789918625
ENSG00000168062,2.4857210508943384,8.170027740749407e-26,1.869583035153085e-24,23.72825524144426
ENSG00000211653,2.8717130824001353,8.412787631023698e-26,1.913396211202341e-24,23.71819509033762
ENSG00000233030,2.340175692248445,1.0843293575351122e-25,2.4512415173369505e-24,23.610613896222734
ENSG00000175063,1.2301309561987253,1.1656397980396011e-25,2.6191785823419956e-24,23.58183488924884
ENSG00000267288,1.3538947423444296,1.1741741892237956e-25,2.622556722038777e-24,23.58127510988291
ENSG00000010327,1.16539124345521,1.4636447997527788e-25,3.2496399423082534e-24,23.48816475586152
ENSG00000234534,0.9408998251069647,1.90252366125224e-25,4.199061098503464e-24,23.37684780610751
ENSG00000211663,3.2473981019964917,2.1402699383257748e-25,4.696004041150082e-24,23.328271538027813
ENSG00000240382,2.5330701060294585,2.419138991878871e-25,5.27683534485859e-24,23.277626457070742
ENSG00000148773,1.4644856934243273,2.669460298414448e-25,5.789004019235983e-24,23.23739614890765
ENSG00000275714,1.0898648542289346,3.114625470227795e-25,6.715348557196344e-24,23.17293144054726
ENSG00000243290,2.6264725385065666,3.2301189046047975e-25,6.924335352974652e-24,23.15962190694056
ENSG00000139572,2.165605731878827,3.259656215210202e-25,6.927412872178587e-24,23.159428927742773
ENSG00000088827,3.9519017248555914,3.2686988351298424e-25,6.927412872178587e-24,23.159428927742773
ENSG00000211896,3.5060933259130906,3.5043488782307183e-25,7.384870799887332e-24,23.131657098373267
ENSG00000087589,-1.1861466792198854,3.75542224009663e-25,7.869508402000242e-24,23.10405239660751
ENSG00000243466,2.7022688798138734,4.292321567617507e-25,8.944334886711342e-24,23.0484519486428
ENSG00000165795,-0.8885344408762681,4.584893853102879e-25,9.500918928929855e-24,23.022234387715038
ENSG00000261546,1.0495366577589225,4.757764749354698e-25,9.804675422703329e-24,23.008566778789884
ENSG00000213722,1.0767061932725472,5.023330488502223e-25,1.0295067429732578e-23,22.987370804532606
ENSG00000183134,-2.629989111321193,5.417926865801543e-25,1.104309683575943e-23,22.956909119534153
ENSG00000164953,-0.9220221825968031,5.701975164792877e-25,1.1558895306889909e-23,22.93708366981227
ENSG00000104738,0.9283342882581516,7.079555139931176e-25,1.42739138767261e-23,22.845456927936066
ENSG00000157077,-0.9175737171546483,7.535189380381492e-25,1.511089053162525e-23,22.820709940586568
ENSG00000137965,3.09998716436108,7.716259231442575e-25,1.539125504453519e-23,22.812725965178736
ENSG00000122966,0.9496668995869495,8.198996319221764e-25,1.626715759079637e-23,22.788688326010597
ENSG00000110079,1.698962141482744,8.581626822988643e-25,1.6936226481347954e-23,22.7711833473043
ENSG00000117602,-0.9856138724456822,1.1347307281763339e-24,2.2276555874198556e-23,22.652151953554544
ENSG00000286531,1.2641047844521225,1.2471262240392748e-24,2.435487338045285e-23,22.613414123957682
ENSG00000117984,0.9977186719132494,1.3664329720842905e-24,2.6545807218095854e-23,22.576004063879633
ENSG00000103056,-1.954447318769109,1.4273323388113774e-24,2.7585231211225067e-23,22.55932337156347
ENSG00000197956,0.8324135038868636,1.608224996168323e-24,3.092102698818477e-23,22.509746090177558
days_symptoms,5.7244094488189035,1.6410935968803897e-24,3.139117495571207e-23,22.50319242857417
ENSG00000247853,1.0515872593162605,1.7551630888373596e-24,3.340182817022118e-23,22.47622976245458
ENSG00000139567,1.3956400484768872,1.8960399735866135e-24,3.589964010902573e-23,22.444909905166742
ENSG00000137959,3.7971610676517105,2.0027499239377554e-24,3.772857179943347e-23,22.42332963453833
ENSG00000080986,0.8801476396805644,2.3247757064824104e-24,4.357494163406729e-23,22.36076318592811
ENSG00000168496,0.830564053785609,2.490130285021252e-24,4.644092981564635e-23,22.33309909363282
ENSG00000133216,2.0686970100844797,3.0680256648274397e-24,5.667454439401677e-23,22.246611962475548
ENSG00000133985,-0.8932497273354927,3.0760324484387454e-24,5.667454439401677e-23,22.246611962475548
ENSG00000168268,1.5512247835968864,3.0844323088432726e-24,5.667454439401677e-23,22.246611962475548
ENSG00000100024,1.5699324260645109,3.2994201019501845e-24,6.032763225624602e-23,22.219483719573798
ENSG00000164054,1.2137218676327834,3.446090265226048e-24,6.270203263069834e-23,22.20271838028591
ENSG00000112715,0.8171799329914653,3.6737799821523324e-24,6.652038511372913e-23,22.177045245136775
ENSG00000134489,-2.16540824086389,4.9188362616443016e-24,8.863410268566785e-23,22.05239914765485
ENSG00000172432,0.9669630570099433,4.966149229550864e-24,8.905642608761887e-23,22.05033473747304
ENSG00000236754,0.8814580079592904,5.231739642958923e-24,9.33702816662047e-23,22.02979133107326
ENSG00000225964,2.9352140889536806,5.50644254563251e-24,9.780490807242506e-23,22.00963935078206
ENSG00000239264,1.7168051416940475,5.8671707748609195e-24,1.0371823218119066e-22,21.98414489414427
ENSG00000211598,2.5373076946013238,6.2975756625624955e-24,1.1080168500640618e-22,21.95545363506409
ENSG00000234076,1.4073262503494668,7.03245049682869e-24,1.2315042419329116e-22,21.909564087889123
ENSG00000187116,1.2282349792547693,7.975023220621932e-24,1.390039094061673e-22,21.85697298528799
ENSG00000278828,1.0943266583399733,8.09518102231273e-24,1.4044197773593714e-22,21.852503063329753
ENSG00000284194,1.7123762335989572,9.087807888063016e-24,1.5693297880775485e-22,21.80428578165708
ENSG00000211648,2.7035936040780513,1.0302336732773359e-23,1.7708624890896142e-22,21.75181516131033
ENSG00000180061,1.1622156495760458,1.0375698462762873e-23,1.775291525968143e-22,21.75073031994783
ENSG00000139618,1.0848598034578945,1.1237581019050524e-23,1.9139806941122582e-22,21.718062447166698
