gene,log2FoldChange,pval,padj,-log10(padj)
ENSG00000144655,0.84180456033288,9.266499876700624e-14,3.995843299432755e-13,12.39839155135848
ENSG00000100906,0.8145520088468777,9.309905631572005e-14,4.0099247119819375e-13,12.396863781364294
ENSG00000198034,-0.6632673448010629,9.322249710669493e-14,4.0106103138174406e-13,12.396789533675403
ENSG00000280248,0.8490370716570455,9.43632525705015e-14,4.0550107383406747e-13,12.392007991367517
ENSG00000229106,-0.8911047668778225,1.0162435575107883e-13,4.3620120477735793e-13,12.360313139244628
ENSG00000174080,-0.6878059459860982,1.0207631421815493e-13,4.3755054016484e-13,12.358971775677084
ENSG00000170365,0.744288456249085,1.0217332988835808e-13,4.3755054016484e-13,12.358971775677084
ENSG00000105426,-0.8502392030097865,1.0328394506226871e-13,4.4179944390167695e-13,12.354774835115975
ENSG00000132825,0.6904560809194373,1.0343667430806448e-13,4.4194592802872905e-13,12.354630863219391
ENSG00000184792,-1.787057201108801,1.0642083982209454e-13,4.5417589535058655e-13,12.342775918980271
ENSG00000177374,-0.905047027269343,1.0797021503824919e-13,4.602616023916223e-13,12.336995254880119
ENSG00000233836,-0.6826625477775845,1.102320246305695e-13,4.693669541918085e-13,12.32848749018981
ENSG00000271590,0.6700124251889032,1.104243441395475e-13,4.696497190883834e-13,12.328225933091913
ENSG00000153574,-0.8605948735595169,1.1104998535752432e-13,4.717727168377742e-13,12.326267178476739
ENSG00000139890,0.8263697812731811,1.1244552005855687e-13,4.771578951290297e-13,12.321337885873202
ENSG00000278661,-0.9450579872629891,1.133725532363699e-13,4.80545026785977e-13,12.318265912951693
ENSG00000251230,1.2874500147202343,1.1479419259179637e-13,4.86018545252441e-13,12.313347158830018
ENSG00000145335,-1.567500289469178,1.186082923717844e-13,5.015974269237595e-13,12.299644699999666
ENSG00000287131,1.347128922723894,1.1981744424371722e-13,5.061371087531882e-13,12.295731820098982
ENSG00000180549,0.8009213639092948,1.2164797140098576e-13,5.132883861150191e-13,12.289638562162814
ENSG00000211786,-0.9479756083333669,1.2418184792833334e-13,5.233879014380603e-13,12.281176320670953
ENSG00000171208,0.6649198744567907,1.268109108574965e-13,5.338653470637267e-13,12.27256826806778
ENSG00000171812,0.763302161670603,1.27445182964291e-13,5.359307017551358e-13,12.270891362902436
ENSG00000197635,-0.7660263365494222,1.282195029642616e-13,5.385796689827655e-13,12.268750044937228
ENSG00000246223,-0.814146197565859,1.3703028439136972e-13,5.749414631943859e-13,12.24037637010304
ENSG00000108405,0.6982450549367786,1.373168313627696e-13,5.754963831271131e-13,12.239957401474454
ENSG00000168646,-0.934358215581466,1.3890265301162977e-13,5.814892208006498e-13,12.235458331477556
ENSG00000186567,-0.9186813286347942,1.4401017411509745e-13,6.021950105934007e-13,12.220262847097471
ENSG00000101213,0.7347721622980301,1.4530348645916676e-13,6.069227373938321e-13,12.216866592053607
ENSG00000008311,-0.6823029382771203,1.474681164720547e-13,6.152752510523088e-13,12.210930553703754
ENSG00000263766,0.8319404510356254,1.4918825110583102e-13,6.217566219270946e-13,12.206379580644143
ENSG00000100290,0.7046352491367792,1.5236934929497495e-13,6.343054384712685e-13,12.197701564989204
ENSG00000234664,0.6341355198441567,1.5288940039716037e-13,6.357608288532979e-13,12.196706233792945
ENSG00000169992,-0.7846356370735241,1.59553220128253e-13,6.627321949647926e-13,12.178661931240908
ENSG00000211787,-0.8992861538584422,1.6003015872773164e-13,6.639738510060501e-13,12.177849023926257
ENSG00000211867,-0.8791525866828653,1.6405646707424322e-13,6.799229135410303e-13,12.167540322766543
ENSG00000211882,-0.8312997922139423,1.6661836667358614e-13,6.897741483823266e-13,12.161293086317265
ENSG00000150337,1.3571674249828047,1.706000577427712e-13,7.054747398897301e-13,12.151518531906659
ENSG00000110448,-0.7997117331656576,1.7631516211580423e-13,7.283007250187705e-13,12.137689257708102
ENSG00000166523,1.194791396662772,1.7683854827252579e-13,7.296546294873022e-13,12.136882657688545
ENSG00000155363,1.1067505401739604,1.780841056781799e-13,7.339820046183548e-13,12.134314587755256
ENSG00000126243,-0.6649491541693754,1.8130801288611298e-13,7.464446888136881e-13,12.127002367755386
ENSG00000010030,1.9999958627252972,1.9214080167355466e-13,7.893008703109679e-13,12.102757418325963
ENSG00000238241,-1.1863707864491329,1.9208081705286734e-13,7.893008703109679e-13,12.102757418325963
ENSG00000270120,0.7961454616478465,2.0080009111681677e-13,8.239651703693361e-13,12.084091145870966
ENSG00000204936,3.1897155742691954,2.0512978786501345e-13,8.408067128972529e-13,12.075303829612311
ENSG00000148600,-0.8563694230263725,2.060363664222053e-13,8.435956605431677e-13,12.073865662938008
ENSG00000135047,1.124815077119841,2.1292788875936173e-13,8.708563871408106e-13,12.060053458556897
ENSG00000132109,0.6981483204897421,2.1687373695365925e-13,8.860230436332409e-13,12.052554982861688
ENSG00000130813,0.7665649897884247,2.2407467114516436e-13,9.144403975617758e-13,12.038844596205708
ENSG00000170581,1.0111648304914889,2.261706042352672e-13,9.219850861175374e-13,12.035276103967242
ENSG00000211871,-0.873417484064671,2.327618179048661e-13,9.478183196344438e-13,12.023274901419208
ENSG00000211873,-0.8983459395747686,2.3349601395774446e-13,9.497711363821013e-13,12.02238103279617
ENSG00000211885,-0.8191782945999179,2.396394456442591e-13,9.736984011471532e-13,12.011575543122524
ENSG00000211883,-0.8500457418052945,2.403629789242367e-13,9.755755292572393e-13,12.010739101800123
ENSG00000102760,-0.6844029172559053,2.430637329328277e-13,9.854649172167906e-13,12.006358832095204
ENSG00000250138,1.5157376091582828,2.449600030210167e-13,9.92074713646463e-13,12.003455619677954
ENSG00000019169,1.3168896840931688,2.480769948229832e-13,1.0036086666916782e-12,11.99843559697867
ENSG00000167207,0.8048871629640162,2.492551813382132e-13,1.0072825854729527e-12,11.996848674337015
ENSG00000135503,0.6947923524714682,2.5023995219348984e-13,1.0101677723828107e-12,11.995606491000437
ENSG00000287625,-0.6483534831269214,2.561474859985253e-13,1.0328974300264859e-12,11.985942803151426
ENSG00000164105,1.114065738924936,2.578694891039265e-13,1.0387183524380624e-12,11.983502195045036
ENSG00000211861,-0.822250348044804,2.5871316005213025e-13,1.0409925426045803e-12,11.982552381649196
ENSG00000134531,1.2077538104157883,2.6256362009038733e-13,1.0553473091995094e-12,11.976604592833846
ENSG00000134709,-0.7549855504916001,2.6547646713037095e-13,1.0647604541895523e-12,11.972748087178566
ENSG00000123453,-1.093489922613764,2.6540588067364936e-13,1.0647604541895523e-12,11.972748087178566
ENSG00000286536,1.1573202345742564,2.78526808793096e-13,1.1159022522000516e-12,11.952373845890689
ENSG00000154122,-0.6278456421413168,2.799437526760453e-13,1.120375748370868e-12,11.950636300475656
ENSG00000008441,-1.219438789447089,2.853055714624635e-13,1.1406106983440395e-12,11.942862559272049
ENSG00000163251,0.7184479317560748,3.146153108916372e-13,1.2564401601989366e-12,11.900858190489034
ENSG00000145911,-0.803844799715972,3.162169547581588e-13,1.2614858195165051e-12,11.899117627065033
ENSG00000240233,0.7688525660965615,3.175097091188279e-13,1.2652897596295173e-12,11.897810006821862
ENSG00000237276,0.8721871697104631,3.1951488441042706e-13,1.2719215782827034e-12,11.895539664763868
ENSG00000214067,-0.6337576334102891,3.230713204212502e-13,1.2847079159608347e-12,11.89119559988551
ENSG00000155265,-0.8113403687039917,3.3109344366423623e-13,1.3152061180698626e-12,11.881006179550223
ENSG00000135899,0.6645310105253375,3.3411324026917343e-13,1.3257897725574647e-12,11.877525335551548
ENSG00000188404,0.7710115133651616,3.348144830874704e-13,1.3271604908780708e-12,11.877076555592074
ENSG00000151914,-0.7065171322867076,3.3556197790366614e-13,1.3287114411684446e-12,11.87656932538925
ENSG00000211955,1.8484275015770144,3.423233117351208e-13,1.3540466095143166e-12,11.868366385941513
ENSG00000150938,-0.6612194925434425,3.7988610961077847e-13,1.501033039034114e-12,11.82360974845474
ENSG00000211943,1.7707751011173534,3.8565457660047856e-13,1.5222133023489788e-12,11.817524487156474
ENSG00000211875,-0.8800338122462708,3.930707264718274e-13,1.5498454648413492e-12,11.809711603192618
ENSG00000155926,0.6832590786630742,3.95582353081238e-13,1.5581015596547179e-12,11.807404237703173
ENSG00000276699,-0.9413579768589388,3.9976084852930194e-13,1.5728986972724642e-12,11.803299247263743
ENSG00000100316,-0.6230821168255234,4.1388327242042567e-13,1.6267487946556245e-12,11.78867950638578
ENSG00000168280,-0.7367109889642571,4.1577886665983064e-13,1.6324791290959666e-12,11.78715236238146
ENSG00000211884,-0.8096768901015815,4.196306215594772e-13,1.645869840606572e-12,11.783604512830578
ENSG00000214688,0.9805925813052688,4.2007244346200836e-13,1.6458720736484153e-12,11.783603923599845
ENSG00000211850,-0.875540697590505,4.2393675137566275e-13,1.6592697614178615e-12,11.780083001334782
ENSG00000186496,0.8105270364613739,4.262293398865859e-13,1.664837151669121e-12,11.778628241190914
ENSG00000204525,0.6575512927217786,4.262518712718527e-13,1.664837151669121e-12,11.778628241190914
ENSG00000089169,1.8908828861641376,4.352519839111197e-13,1.6982111924565656e-12,11.770008301126778
ENSG00000163995,-0.7268183209777942,4.4036773695422864e-13,1.7163758190588013e-12,11.765387612598527
ENSG00000112062,0.8700239920710542,4.5374138332966947e-13,1.7666548641123872e-12,11.752848286515846
ENSG00000175536,-0.6523648508222473,4.601655289490195e-13,1.7897991897600027e-12,11.747195692858853
ENSG00000085465,-0.7232019445546398,4.608597916178642e-13,1.7906323153485765e-12,11.746993582106635
ENSG00000261211,1.1765201040675282,4.903692996926175e-13,1.903306438973427e-12,11.720491283157504
ENSG00000080823,-0.8159118510464853,4.999323565144187e-13,1.9384071619529957e-12,11.712554994252866
ENSG00000275395,-1.1163878631368183,5.133475118692738e-13,1.988355367884103e-12,11.7015059939233
ENSG00000057019,-0.7961614596428885,5.187506345194602e-13,2.00719903190621e-12,11.697409561158318
ENSG00000183621,0.8389451871134762,5.377354521646286e-13,2.078500763289186e-12,11.682249811671491
ENSG00000148926,1.133417208081378,5.394263894157082e-13,2.082878294534774e-12,11.681336105739321
ENSG00000136147,0.7228960335558001,5.421745958593606e-13,2.091324966448206e-12,11.679578477861591
ENSG00000115607,1.2727430708928213,5.730983462644575e-13,2.2060442018229374e-12,11.656385789984917
ENSG00000252438,-0.9602427863515846,5.727122521201358e-13,2.2060442018229374e-12,11.656385789984917
ENSG00000272858,-0.657908498290811,5.814210967273029e-13,2.2357739080338553e-12,11.65057211646445
ENSG00000121552,0.6722279596107502,5.832485973398819e-13,2.238186489791934e-12,11.650103730089485
ENSG00000258316,0.7112274990078244,5.83048872746906e-13,2.238186489791934e-12,11.650103730089485
ENSG00000198355,0.6413613954821124,5.850573839895085e-13,2.2428201873390205e-12,11.6492055435266
ENSG00000137414,0.7287028281961091,5.873795605301967e-13,2.249410432009891e-12,11.64793129507823
ENSG00000273812,1.1791643633083622,5.920872389790611e-13,2.2651132321968183e-12,11.644910082883342
ENSG00000144843,0.6768808017237696,5.931295345409092e-13,2.266775782620483e-12,11.644591435844584
ENSG00000140092,-0.8877300259099576,6.005252243929665e-13,2.292690979514601e-12,11.639654477732195
ENSG00000204103,0.8102575635848052,6.016230415503027e-13,2.2945336860763083e-12,11.63930556204007
ENSG00000115828,0.8542653951135768,6.075358941511698e-13,2.31471796239414e-12,11.635501918182905
ENSG00000178175,0.9018581514267758,6.217599583691821e-13,2.3664945354255604e-12,11.62589449404292
ENSG00000185101,-0.7700198392713764,6.237368102772669e-13,2.369456448674446e-12,11.625351269355038
ENSG00000065717,-0.8274149964410717,6.23808641447267e-13,2.369456448674446e-12,11.625351269355038
ENSG00000075340,-0.6943870006313039,6.473097944997276e-13,2.4562212955076138e-12,11.609732507608943
ENSG00000115604,1.5077182947891172,6.489509116702777e-13,2.4599460371241215e-12,11.609074419740633
ENSG00000152484,-0.6651681306513942,6.569808761501445e-13,2.487856515776689e-12,11.604174670686744
ENSG00000150782,0.6229603016824159,6.620427523865038e-13,2.504482217445902e-12,11.60128204758099
ENSG00000272914,0.9056595070574249,6.683906037097911e-13,2.525934095073476e-12,11.59757798494431
ENSG00000264204,-1.263841284574053,6.755619897547921e-13,2.5504516414831728e-12,11.593382906610785
ENSG00000140470,-0.7418092810565037,6.814369950840013e-13,2.5700303252409752e-12,11.590061752152318
ENSG00000228956,-0.7664589472206584,6.946334059629146e-13,2.617154145698658e-12,11.582170697438515
ENSG00000253522,-0.7385409567488478,7.05541718283198e-13,2.655570745909514e-12,11.575842124239626
ENSG00000104765,-1.0926701314052623,7.207674227707656e-13,2.710143636023141e-12,11.567007691162804
ENSG00000115993,-0.6240299831134644,7.364284490461869e-13,2.7662418075954454e-12,11.558109859254062
ENSG00000132669,0.9423264586301319,7.394958905090045e-13,2.774969488529765e-12,11.556741787689415
ENSG00000241597,0.9227161660573786,7.539089484149756e-13,2.8262114347616674e-12,11.548795350797658
ENSG00000119922,1.6938892571308297,7.622636420652982e-13,2.854662033035705e-12,11.544445301034905
ENSG00000211793,-0.849699639175661,7.655649376429306e-13,2.8641496664073535e-12,11.543004291672654
ENSG00000204634,0.8893174900505947,7.837795206302259e-13,2.929356324599943e-12,11.53322779786592
ENSG00000204934,-0.6904843369569801,8.230755767978069e-13,3.0731450465023218e-12,11.512416941400314
ENSG00000105501,1.0227452361338083,8.269362709128353e-13,3.0844722905048755e-12,11.510819126906428
ENSG00000135148,0.7284621009653697,8.592835874739084e-13,3.201925855422256e-12,11.49458872892946
ENSG00000211847,-0.8615687550311733,8.672780651971796e-13,3.2284902027799204e-12,11.491000527172057
ENSG00000272625,0.8220546114769314,8.749711989927469e-13,3.2538809294545825e-12,11.487598343417284
ENSG00000211858,-0.8116376222050588,8.885821515195202e-13,3.3012065987727195e-12,11.481327295451788
ENSG00000275126,1.0398139070537018,8.998000693054606e-13,3.3395564761287242e-12,11.47631120766753
ENSG00000115415,0.9494311694832366,9.158956963527914e-13,3.3959154546679043e-12,11.469043130568327
ENSG00000277969,0.621645075786895,9.288676740090479e-13,3.4405922781069995e-12,11.463366789703873
ENSG00000266028,0.6304271808748765,9.310012169643633e-13,3.4450739476955114e-12,11.462801451628216
ENSG00000248697,0.8732278699807285,9.933150012867455e-13,3.6720168035674536e-12,11.435095340085194
ENSG00000188290,1.6399392245147129,1.0179769932171537e-12,3.7594595888118644e-12,11.4248745791321
ENSG00000267745,0.8019348439171899,1.0329595547138862e-12,3.811017941723833e-12,11.418959006627121
ENSG00000107201,1.0276891347985027,1.0569560408481576e-12,3.895697660438368e-12,11.409414755463422
ENSG00000211870,-0.8142938057323619,1.083595833637152e-12,3.9899431978939554e-12,11.399033287024231
ENSG00000173821,0.8391111924237473,1.1196122120661547e-12,4.1184946262394045e-12,11.385261496341968
ENSG00000211877,-0.8356155611784819,1.1674411081637572e-12,4.290202298966319e-12,11.367522228735245
ENSG00000135960,-1.0051183489496975,1.2257963979143673e-12,4.5002170907682976e-12,11.346766535324958
ENSG00000168685,-0.7093312389623575,1.3373042952579024e-12,4.904764032755139e-12,11.309381881604612
ENSG00000260859,1.084085399320578,1.346082562080278e-12,4.9321099769739075e-12,11.3069672480008
ENSG00000136014,-0.8691339537279255,1.4204723629334898e-12,5.199570082180487e-12,11.284032563798934
ENSG00000168209,0.9025137716348336,1.4977988064978166e-12,5.477244655134172e-12,11.261437859764717
ENSG00000276471,-0.7238486996381898,1.5322814782788337e-12,5.597854959823751e-12,11.251978358275041
ENSG00000205476,-0.6373692341216659,1.5462130148172223e-12,5.6432236255070835e-12,11.248472739487282
ENSG00000141040,-0.6190427410081718,1.586493464430225e-12,5.78457538839173e-12,11.237728514542198
ENSG00000173110,0.8412791224755571,1.5925964629584237e-12,5.801157037924726e-12,11.236485377976456
ENSG00000259959,-0.7567640458208881,1.6110405908081032e-12,5.8626160036236335e-12,11.231908550803906
ENSG00000211863,-0.8017035938217201,1.6274309997001618e-12,5.9164889170386e-12,11.227935944682164
ENSG00000089012,-0.743628497356041,1.6652884184781354e-12,6.048223759419129e-12,11.218372150098881
ENSG00000228705,1.1165448179144593,1.6949992545014308e-12,6.150143209426398e-12,11.21111477132385
ENSG00000198848,1.3689400433584296,1.696953093402374e-12,6.151248822537275e-12,11.211036705089846
ENSG00000086544,0.7306882201958463,1.753923854017717e-12,6.351588325714645e-12,11.197117658198145
ENSG00000142731,0.6881444582687206,1.8456444458454546e-12,6.677258761400141e-12,11.175401793383006
ENSG00000110057,0.6711940462085865,1.853205267118999e-12,6.698115936389406e-12,11.174047339612155
ENSG00000158715,-0.9850192730623558,1.933567829255031e-12,6.98180832828777e-12,11.156032078052572
ENSG00000211869,-0.8876290293812497,1.962916203036729e-12,7.080925954861703e-12,11.149909947000548
ENSG00000153885,-0.6859367373917439,1.997970566769187e-12,7.200415665747891e-12,11.142642431884015
ENSG00000144362,-0.638378256582627,2.0110689326265713e-12,7.240624631947018e-12,11.14022396660584
ENSG00000237781,0.8983184284180793,2.092394488320987e-12,7.526163395792944e-12,11.123426357219858
ENSG00000211862,-0.8361604629508899,2.1568313928967208e-12,7.75046348314525e-12,11.110672325602886
ENSG00000064601,0.6418692153064183,2.1654008581692484e-12,7.773768239625887e-12,11.109368411190212
ENSG00000187554,1.092266808151698,2.1870279070229094e-12,7.843859704995627e-12,11.105470182710924
ENSG00000183779,-1.5437813323097191,2.203507785303122e-12,7.895373716792165e-12,11.102627308429675
ENSG00000138166,0.7653621864738059,2.206655867115172e-12,7.899065627965059e-12,11.102424277901743
ENSG00000266412,-0.7319618630093063,2.2424253550128235e-12,8.019411864043942e-12,11.095857481287704
ENSG00000224418,0.6247994676263452,2.2881525873353026e-12,8.17510455053705e-12,11.087506684486517
ENSG00000211886,-0.8033312001111768,2.3045213255518938e-12,8.225707697902932e-12,11.084826727290165
ENSG00000120784,-0.6151271361681561,2.3166741708232416e-12,8.261180360583834e-12,11.082957896085851
ENSG00000185955,0.6288078265074716,2.334279387161817e-12,8.316009660089376e-12,11.080085014852704
ENSG00000198933,0.7102535260437111,2.3532786039721793e-12,8.375695794671974e-12,11.076979104621298
ENSG00000106785,0.6728046169932081,2.458850545592572e-12,8.743100605395896e-12,11.058334524228913
ENSG00000135525,-0.7601326007150842,2.463240567616114e-12,8.750368873531528e-12,11.057973638821963
ENSG00000100985,1.4531658540112544,2.4824605442343143e-12,8.810254833486195e-12,11.055011529592917
ENSG00000104043,0.6487073257723562,2.531076409992286e-12,8.974253811094323e-12,11.047001651852316
ENSG00000249138,0.9693968493148694,2.5697845922727948e-12,9.102845706721296e-12,11.040822818499988
ENSG00000152380,0.5996157823503269,2.6143577141990367e-12,9.251949026529798e-12,11.033766768633564
ENSG00000205213,-0.6432908181164697,2.6367535651718302e-12,9.32236094605775e-12,11.030474085929669
ENSG00000131979,0.7349080390309917,2.7636272235736785e-12,9.761675704478997e-12,11.010475624265514
ENSG00000187037,0.7633629499875574,2.847804205623191e-12,1.004948882400615e-11,10.997856028448412
ENSG00000283674,-0.8753788116815991,2.8584537757882437e-12,1.0077535523336626e-11,10.996645662283134
ENSG00000237272,0.8329404410955086,2.868262477285002e-12,1.0102567554554351e-11,10.99556823680493
ENSG00000162714,0.7836837770454586,2.8843178133718778e-12,1.0149533437619908e-11,10.993553921309813
ENSG00000115687,-0.6192031072311788,3.1330391649713875e-12,1.1014360118136923e-11,10.958040728221276
ENSG00000278740,-0.743051560224727,3.2751226705248368e-12,1.1503020302314163e-11,10.939188113697725
ENSG00000155660,0.599937597099381,3.3216206859782734e-12,1.1655357628126962e-11,10.93347439622841
ENSG00000154188,-1.333398990602858,3.5512719796648556e-12,1.2449477898637136e-11,10.904848861459442
ENSG00000135916,1.0923980788876015,3.570471566382358e-12,1.2505031870991731e-11,10.902915197065969
ENSG00000253214,1.3955540258423789,3.5942121260590375e-12,1.257637076003772e-11,10.900444667816675
ENSG00000138795,-0.786761680588197,3.665672688444072e-12,1.281219343994892e-11,10.892376512931397
ENSG00000211893,1.5084270884306616,3.668477907202533e-12,1.281219343994892e-11,10.892376512931397
ENSG00000211860,-0.8282272572448353,3.7073637612349846e-12,1.2935890392335354e-11,10.888203672925835
ENSG00000169826,0.7101504560201202,3.9660157500902266e-12,1.3825456773679013e-11,10.859320511306358
ENSG00000211848,-0.8114651511604223,4.012691988558812e-12,1.3975108419537224e-11,10.8546448141518
ENSG00000144152,-0.7971806986398694,4.1099656570255515e-12,1.4300533489463906e-11,10.84464776063224
ENSG00000126368,-0.6225020927799165,4.217147447419622e-12,1.465979494769356e-11,10.833872104299802
ENSG00000142173,-0.8320630820317623,4.2231052370420496e-12,1.4666836623991478e-11,10.83366354565843
ENSG00000110723,-0.7751511691592248,4.323005711279171e-12,1.4999824467973307e-11,10.82391382314676
ENSG00000163492,-0.7517775307869395,4.5370661039860565e-12,1.5727933613260212e-11,10.803328332641112
ENSG00000140379,0.9832030622243014,4.573042047219401e-12,1.5837926495940914e-11,10.800301676933143
ENSG00000196381,-0.8017435276039149,4.6458230675219406e-12,1.607506497389317e-11,10.793847263022947
ENSG00000165030,0.8828306508215414,5.011314666144362e-12,1.7323636426986535e-11,10.761360939431366
ENSG00000197013,0.8927841235749187,5.083052858861157e-12,1.7555358484770475e-11,10.755590297707142
ENSG00000270190,0.7404235299596462,5.249677006875941e-12,1.8114056647222257e-11,10.741984278442791
ENSG00000114739,-0.6787891755546246,5.330970627178947e-12,1.837756048001615e-11,10.735712139325521
ENSG00000263482,-0.7493725589640224,5.3714069429042115e-12,1.8499859554046822e-11,10.732831568631257
ENSG00000164849,-1.283230432769356,5.409037922690402e-12,1.861227993693284e-11,10.73020042410831
ENSG00000197965,-0.8885917015304797,5.469527815770418e-12,1.880307719154254e-11,10.7257710710583
ENSG00000164530,-0.8861543129234141,5.725453308617839e-12,1.9664770571956297e-11,10.706311116119966
ENSG00000146904,-0.7727315407439855,5.7331375548991865e-12,1.967304791147559e-11,10.706128350370888
ENSG00000155657,-0.7398082992561917,5.805447959036825e-12,1.9902868462506764e-11,10.701084327225333
ENSG00000251034,-0.9112064947305714,5.828025125651278e-12,1.996192260668436e-11,10.699797632524463
ENSG00000149970,-0.7238879996512027,5.878498221428188e-12,2.0116328776079948e-11,10.696451274996305
ENSG00000142185,0.7024085434886961,5.988608033090099e-12,2.0474342771242957e-11,10.688790030246599
ENSG00000163840,0.8375527670137568,6.000721123340024e-12,2.0496968672214553e-11,10.68831036266493
ENSG00000173193,1.0288402119121856,6.3261976768673874e-12,2.1588945411450463e-11,10.665768571800736
ENSG00000203804,0.8214404878661264,6.4857432298547844e-12,2.2113183041461014e-11,10.655348739201226
ENSG00000164037,-0.6088093367546636,7.045385552195442e-12,2.39993498718621e-11,10.61980052290869
ENSG00000147883,0.7137429613364843,7.156157723671484e-12,2.435444188804255e-11,10.6134218183698
ENSG00000248774,0.9318612098465744,7.249161215333511e-12,2.4648469765901546e-11,10.608210037557285
ENSG00000114948,-1.0644216603777235,7.31712147613468e-12,2.4856888074665172e-11,10.604553243216362
ENSG00000163393,0.7501849999457932,7.51738983913388e-12,2.551398007276558e-11,10.593221788006772
ENSG00000135426,-0.6828913287123664,7.533908978892065e-12,2.5546800446606732e-11,10.592663484390133
ENSG00000211859,-0.8505742651694982,7.759977042616814e-12,2.6289477174351238e-11,10.58021805073472
ENSG00000231856,0.5944671995057768,7.793865932591453e-12,2.6380326613943846e-11,10.578719831770874
ENSG00000211872,-0.8349897660536965,7.861817512870982e-12,2.6586200655492984e-11,10.57534372179777
ENSG00000175928,1.1908749304513822,8.152333890059926e-12,2.7543664320582905e-11,10.55997828309335
ENSG00000116793,0.6732385271415422,8.280523911676955e-12,2.7951451756158412e-11,10.553595630592762
ENSG00000259293,1.237368116960879,8.613218226247466e-12,2.9048195283818306e-11,10.536880844431172
ENSG00000206337,0.9446059089858144,8.633272468939635e-12,2.9089526927863448e-11,10.536263341464837
ENSG00000049246,-0.6100503610455058,8.686850599219102e-12,2.924363965260582e-11,10.533968576219198
ENSG00000137962,1.0821249686403276,8.705403228841885e-12,2.9253291931153366e-11,10.533825254809493
ENSG00000135318,-0.9098006268816915,8.700428324733707e-12,2.9253291931153366e-11,10.533825254809493
ENSG00000279821,0.841382342560405,8.767580740825393e-12,2.943571211816266e-11,10.531125453133704
ENSG00000270550,1.8630661909818154,8.967743691574922e-12,3.008065105177559e-11,10.521712768308662
ENSG00000211797,-0.8032822224190237,9.01616324991831e-12,3.019468408762397e-11,10.520069509845014
ENSG00000273076,0.8565236891915445,9.017929778448553e-12,3.019468408762397e-11,10.520069509845014
ENSG00000025039,0.6633848306532626,9.085367522547752e-12,3.039320256421804e-11,10.517223535435448
ENSG00000141084,-0.7664025182405353,9.311853565601631e-12,3.109508845093472e-11,10.5073082034847
ENSG00000267767,-0.6880401865088104,9.310025667830056e-12,3.109508845093472e-11,10.5073082034847
ENSG00000236525,1.2367412576056418,9.410695933224791e-12,3.139704457149237e-11,10.50311123048412
ENSG00000186648,1.0474743797554136,9.443410530670645e-12,3.1478035102235485e-11,10.501992384663973
ENSG00000135070,-0.5946026284208921,9.566304601662583e-12,3.185921086089414e-11,10.496764985691309
ENSG00000129472,-0.9678952334296907,9.683223182590205e-12,3.2219823792204696e-11,10.491876839034195
ENSG00000233461,0.7827975944548542,9.867245507231006e-12,3.280287499284461e-11,10.484088091080695
ENSG00000250608,0.7314132982385707,9.901569619214203e-12,3.288767113060461e-11,10.482966879054203
ENSG00000211856,-0.7825558721249315,1.0206961349582545e-11,3.387185572414848e-11,10.47016100918117
ENSG00000196935,1.3671821335344745,1.0221641287176735e-11,3.389041955659486e-11,10.469923054650785
ENSG00000136842,-1.3526595216348725,1.03382804129241e-11,3.421631405519689e-11,10.465766776551424
ENSG00000121316,0.8226465214144638,1.0333537459232807e-11,3.421631405519689e-11,10.465766776551424
ENSG00000233791,0.8727771142334677,1.0821654557785225e-11,3.578437189764086e-11,10.446306601302703
ENSG00000232815,0.6199167398426322,1.0910493736242797e-11,3.6046183911590466e-11,10.443140705808972
ENSG00000213949,0.6640214329078632,1.1165135771230888e-11,3.6854828696186917e-11,10.433505603090575
ENSG00000226239,1.0393016814398301,1.1178430021335126e-11,3.6866086630928394e-11,10.433372960706738
ENSG00000160179,0.7221795136350471,1.1276411170735718e-11,3.7156372497212214e-11,10.429966691915832
ENSG00000211866,-0.8013855258248334,1.1370072445654904e-11,3.743192429152056e-11,10.426757846203568
ENSG00000226928,0.7014838786847222,1.185917499238043e-11,3.9007691994337744e-11,10.408849745247716
ENSG00000172005,-0.763395372014269,1.1993730378824072e-11,3.9389670123563984e-11,10.404617656259042
ENSG00000154102,-0.7634585673158741,1.199642500277981e-11,3.9389670123563984e-11,10.404617656259042
ENSG00000211851,-0.8163507721771804,1.2373711737651194e-11,4.0592739473561085e-11,10.391551638554501
ENSG00000170458,0.6682459142124602,1.2652447022755802e-11,4.1470674336449156e-11,10.382258902706448
ENSG00000211845,-0.8448383267775997,1.2703681878492535e-11,4.160204864510725e-11,10.380885282513676
ENSG00000163221,1.3024985251823766,1.2725839325905904e-11,4.163805323300792e-11,10.380509583914783
ENSG00000245164,-0.6703867788165061,1.3068194698035237e-11,4.2720741650895205e-11,10.369361216370525
ENSG00000265531,1.3025764723468514,1.3259484019878274e-11,4.330812206142378e-11,10.363430647857399
ENSG00000226530,-0.754363599218729,1.3728441266236126e-11,4.48006001076647e-11,10.348716168553155
ENSG00000131634,-0.7698343349058706,1.3980830790316855e-11,4.558435213975688e-11,10.341184213160702
ENSG00000132514,-0.9696490169849326,1.5643360995804248e-11,5.096046857148458e-11,10.292766587402012
ENSG00000267731,-0.6853265101372552,1.610016818326725e-11,5.240281616368834e-11,10.280645373102423
ENSG00000166947,-1.6866792447457093,1.614184429975216e-11,5.249265844644774e-11,10.27990143219687
